policy_name,total_return,equal_weight_benchmark_return,spy_benchmark_return,excess_return,annualized_return,volatility,sharpe,sortino,max_drawdown,calmar,var_95,expected_shortfall_95,beta,alpha,information_ratio,turnover,total_transaction_costs,number_of_rebalances,number_of_fills,average_cash_allocation,average_gross_exposure
momentum_top_n,3.692537,6.457664,1.114723,-2.765126,0.295008,0.309503,0.990665,1.380021,-0.447606,0.659080,-0.029586,-0.043806,0.791792,-0.001147,-0.423541,68.231074,10234.640815,72,196,0.109211,0.890789
