ticker,strategy,total_return,annualized_return,volatility,sharpe,max_drawdown,win_rate,profit_factor,num_trades,average_trade_return,transaction_cost_adjusted_return
SPY,MA_Cross,0.445473,0.063547,0.116927,0.585981,-0.300292,0.500000,1.685098,25,0.025419,0.402512
