schema_version,window_mode,ticker,strategy,window_id,train_start,train_end,test_start,test_end,train_observations,test_observations,parameter_set,in_sample_sharpe,in_sample_total_return,out_of_sample_total_return,out_of_sample_sharpe,out_of_sample_max_drawdown,out_of_sample_trades,starting_capital,ending_capital,continuity_policy,boundary_position_policy,boundary_liquidation_costs,linked_return,cumulative_oos_return,benchmark_ticker,benchmark_execution_policy,benchmark_cost_policy,excess_return_basis
2,calendar_duration,TSLA,MA_Cross,61,2020-01-02,2022-12-30,2023-01-03,2023-06-30,756,124,short=5;long=50,1.373790,3.853904,0.463615,2.140252,-0.185135,4,100000.000000,146361.464868,continuous_capital,liquidate_at_test_end_close,209.215345,0.463615,0.463615,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,RSI_Mean_Reversion,62,2020-01-02,2022-12-30,2023-01-03,2023-06-30,756,124,period=21;oversold=25;overbought=75,0.385032,0.246024,1.000434,4.486130,-0.031739,4,100000.000000,200043.443538,continuous_capital,liquidate_at_test_end_close,0.000000,1.000434,1.000434,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,Volatility_Breakout,63,2020-01-02,2022-12-30,2023-01-03,2023-06-30,756,124,lookback=40;multiplier=1.5,1.229525,3.234102,1.047142,3.255162,-0.191315,4,100000.000000,204714.215501,continuous_capital,liquidate_at_test_end_close,0.000000,1.047142,1.047142,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,MACD_Momentum,64,2020-07-02,2023-06-30,2023-07-03,2023-12-29,754,126,fast=8;slow=21;signal=5,1.245011,2.505972,0.076210,0.615202,-0.116371,12,213822.642339,230118.056181,continuous_capital,liquidate_at_test_end_close,328.969315,0.076210,1.301181,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,MA_Cross,65,2020-07-02,2023-06-30,2023-07-03,2023-12-29,754,126,short=5;long=50,1.122302,1.711200,-0.204299,-1.943904,-0.257300,6,146361.464868,116459.960875,continuous_capital,liquidate_at_test_end_close,166.922898,-0.204299,0.164600,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,RSI_Mean_Reversion,66,2020-07-02,2023-06-30,2023-07-03,2023-12-29,754,126,period=14;oversold=30;overbought=70,0.505128,0.444850,0.225057,1.490818,-0.128206,4,200043.443538,245064.582426,continuous_capital,liquidate_at_test_end_close,0.000000,0.225057,1.450646,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,Volatility_Breakout,67,2020-07-02,2023-06-30,2023-07-03,2023-12-29,754,126,lookback=20;multiplier=1,1.071866,2.001134,-0.325739,-2.241488,-0.390208,20,204714.215501,138030.739582,continuous_capital,liquidate_at_test_end_close,198.529156,-0.325739,0.380307,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,MACD_Momentum,68,2021-01-04,2023-12-29,2024-01-02,2024-07-01,753,125,fast=8;slow=21;signal=5,1.114705,1.768610,0.032921,0.356898,-0.192022,14,230118.056181,237693.826287,continuous_capital,liquidate_at_test_end_close,346.782948,0.032921,1.376938,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,MA_Cross,69,2021-01-04,2023-12-29,2024-01-02,2024-07-01,753,125,short=5;long=50,0.566758,0.489709,0.141209,1.308320,-0.083273,2,116459.960875,132905.112272,continuous_capital,liquidate_at_test_end_close,189.755098,0.141209,0.329051,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,RSI_Mean_Reversion,70,2021-01-04,2023-12-29,2024-01-02,2024-07-01,753,125,period=14;oversold=30;overbought=70,0.485315,0.412645,-0.025494,0.130022,-0.331280,2,245064.582426,238816.855071,continuous_capital,liquidate_at_test_end_close,334.510230,-0.025494,1.388169,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,Volatility_Breakout,71,2021-01-04,2023-12-29,2024-01-02,2024-07-01,753,125,lookback=40;multiplier=1.5,0.449769,0.353937,0.047964,0.431339,-0.217858,8,138030.739582,144651.311768,continuous_capital,liquidate_at_test_end_close,205.804036,0.047964,0.446513,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,MACD_Momentum,72,2021-07-02,2024-07-01,2024-07-02,2024-12-31,753,127,fast=8;slow=21;signal=5,1.096154,1.776577,0.310734,1.520497,-0.112477,12,237693.826287,311553.304392,continuous_capital,liquidate_at_test_end_close,0.000000,0.310734,2.115533,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,MA_Cross,73,2021-07-02,2024-07-01,2024-07-02,2024-12-31,753,127,short=5;long=50,0.364180,0.209811,0.350094,1.491294,-0.230037,6,132905.112272,179434.395637,continuous_capital,liquidate_at_test_end_close,260.995530,0.350094,0.794344,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,RSI_Mean_Reversion,74,2021-07-02,2024-07-01,2024-07-02,2024-12-31,753,127,period=21;oversold=30;overbought=70,0.385282,0.249144,0.000000,0.000000,0.000000,0,238816.855071,238816.855071,continuous_capital,liquidate_at_test_end_close,0.000000,0.000000,1.388169,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,Volatility_Breakout,75,2021-07-02,2024-07-01,2024-07-02,2024-12-31,753,127,lookback=40;multiplier=1.5,0.645336,0.718634,0.171293,0.884628,-0.330275,10,144651.311768,169429.114079,continuous_capital,liquidate_at_test_end_close,241.617672,0.171293,0.694291,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,MACD_Momentum,76,2022-01-03,2024-12-31,2025-01-02,2025-07-01,753,123,fast=8;slow=21;signal=5,1.190005,2.203870,-0.326287,-1.822745,-0.329817,16,311553.304392,209897.452703,continuous_capital,liquidate_at_test_end_close,0.000000,-0.326287,1.098975,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,MA_Cross,77,2022-01-03,2024-12-31,2025-01-02,2025-07-01,753,123,short=5;long=50,0.559238,0.510391,0.064784,0.553493,-0.200309,2,179434.395637,191058.886848,continuous_capital,liquidate_at_test_end_close,262.883231,0.064784,0.910589,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,RSI_Mean_Reversion,78,2022-01-03,2024-12-31,2025-01-02,2025-07-01,753,123,period=14;oversold=30;overbought=70,0.498026,0.448525,-0.200245,-0.447852,-0.360537,4,238816.855071,190994.943106,continuous_capital,liquidate_at_test_end_close,286.330791,-0.200245,0.909949,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,TSLA,Volatility_Breakout,79,2022-01-03,2024-12-31,2025-01-02,2025-07-01,753,123,lookback=40;multiplier=1,0.466369,0.381773,-0.250097,-0.995526,-0.298845,18,169429.114079,127055.413084,continuous_capital,liquidate_at_test_end_close,184.874999,-0.250097,0.270554,TSLA,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,MACD_Momentum,80,2020-01-01,2022-12-31,2023-01-01,2023-06-30,1096,181,fast=12;slow=26;signal=9,0.845486,1.847090,0.410627,2.161471,-0.102879,14,100000.000000,141062.659508,continuous_capital,liquidate_at_test_end_close,182.802557,0.410627,0.410627,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,MA_Cross,81,2020-01-01,2022-12-31,2023-01-01,2023-06-30,1096,181,short=5;long=100,1.176635,3.887771,0.193360,0.962193,-0.171022,6,100000.000000,119335.954480,continuous_capital,liquidate_at_test_end_close,137.101918,0.193360,0.193360,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,RSI_Mean_Reversion,82,2020-01-01,2022-12-31,2023-01-01,2023-06-30,1096,181,period=7;oversold=25;overbought=75,0.472344,0.557771,0.232655,1.307374,-0.123158,8,100000.000000,123265.506945,continuous_capital,liquidate_at_test_end_close,0.000000,0.232655,0.232655,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,Volatility_Breakout,83,2020-01-01,2022-12-31,2023-01-01,2023-06-30,1096,181,lookback=10;multiplier=1.5,1.031927,2.873335,0.529699,2.159083,-0.181709,10,100000.000000,152969.905503,continuous_capital,liquidate_at_test_end_close,182.802557,0.529699,0.529699,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,MACD_Momentum,84,2020-07-01,2023-06-30,2023-07-01,2023-12-31,1095,184,fast=12;slow=26;signal=9,0.950885,2.232379,0.136626,1.072864,-0.106609,10,141062.659508,160335.506617,continuous_capital,liquidate_at_test_end_close,0.000000,0.136626,0.603355,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,MA_Cross,85,2020-07-01,2023-06-30,2023-07-01,2023-12-31,1095,184,short=5;long=100,1.218815,4.353665,0.463461,2.332443,-0.064060,2,119335.954480,174643.482662,continuous_capital,liquidate_at_test_end_close,253.506595,0.463461,0.746435,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,RSI_Mean_Reversion,86,2020-07-01,2023-06-30,2023-07-01,2023-12-31,1095,184,period=7;oversold=25;overbought=75,0.592273,0.799704,0.092382,0.863544,-0.098639,10,123265.506945,134653.063745,continuous_capital,liquidate_at_test_end_close,190.129946,0.092382,0.346531,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,Volatility_Breakout,87,2020-07-01,2023-06-30,2023-07-01,2023-12-31,1095,184,lookback=10;multiplier=1.5,1.234458,4.382863,0.223179,1.414398,-0.109487,12,152969.905503,187109.532990,continuous_capital,liquidate_at_test_end_close,0.000000,0.223179,0.871095,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,MACD_Momentum,88,2021-01-01,2023-12-31,2024-01-01,2024-06-30,1095,182,fast=12;slow=26;signal=9,0.390859,0.354476,0.172246,1.112499,-0.112350,12,160335.506617,187952.688336,continuous_capital,liquidate_at_test_end_close,0.000000,0.172246,0.879527,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,MA_Cross,89,2021-01-01,2023-12-31,2024-01-01,2024-06-30,1095,182,short=5;long=150,0.569119,0.581293,0.000000,0.000000,0.000000,0,174643.482662,174643.482662,continuous_capital,liquidate_at_test_end_close,0.000000,0.000000,0.746435,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,RSI_Mean_Reversion,90,2021-01-01,2023-12-31,2024-01-01,2024-06-30,1095,182,period=7;oversold=25;overbought=75,0.637222,0.886606,0.122344,0.792606,-0.106930,8,134653.063745,151127.111534,continuous_capital,liquidate_at_test_end_close,187.972201,0.122344,0.511271,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,Volatility_Breakout,91,2021-01-01,2023-12-31,2024-01-01,2024-06-30,1095,182,lookback=10;multiplier=1.5,0.731434,1.192228,0.298831,1.424923,-0.145730,10,187109.532990,243023.663267,continuous_capital,liquidate_at_test_end_close,0.000000,0.298831,1.430237,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,MACD_Momentum,92,2021-07-01,2024-06-30,2024-07-01,2024-12-31,1096,184,fast=12;slow=26;signal=9,0.676334,0.801278,0.237988,1.357915,-0.103466,14,187952.688336,232683.265312,continuous_capital,liquidate_at_test_end_close,0.000000,0.237988,1.326833,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,MA_Cross,93,2021-07-01,2024-06-30,2024-07-01,2024-12-31,1096,184,short=20;long=150,0.777198,1.077464,0.223908,1.222958,-0.115289,6,174643.482662,213747.513951,continuous_capital,liquidate_at_test_end_close,280.194180,0.223908,1.137475,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,RSI_Mean_Reversion,94,2021-07-01,2024-06-30,2024-07-01,2024-12-31,1096,184,period=7;oversold=25;overbought=75,0.697568,0.926007,0.264809,1.620336,-0.094246,12,151127.111534,191146.873868,continuous_capital,liquidate_at_test_end_close,140.097090,0.264809,0.911469,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,Volatility_Breakout,95,2021-07-01,2024-06-30,2024-07-01,2024-12-31,1096,184,lookback=10;multiplier=1.5,0.902944,1.426009,0.331155,1.575129,-0.139873,12,243023.663267,323502.226426,continuous_capital,liquidate_at_test_end_close,0.000000,0.331155,2.235022,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,MACD_Momentum,96,2022-01-01,2024-12-31,2025-01-01,2025-06-30,1096,181,fast=8;slow=21;signal=5,0.447778,0.395434,-0.179606,-1.060149,-0.272335,26,232683.265312,190891.890057,continuous_capital,liquidate_at_test_end_close,160.649436,-0.179606,0.908919,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,MA_Cross,97,2022-01-01,2024-12-31,2025-01-01,2025-06-30,1096,181,short=5;long=150,0.930462,1.423434,0.113889,1.091578,-0.086357,2,213747.513951,238090.997074,continuous_capital,liquidate_at_test_end_close,321.298872,0.113889,1.380910,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,RSI_Mean_Reversion,98,2022-01-01,2024-12-31,2025-01-01,2025-06-30,1096,181,period=7;oversold=25;overbought=75,0.745555,1.027009,-0.016801,-0.011997,-0.150561,8,191146.873868,187935.459992,continuous_capital,liquidate_at_test_end_close,0.000000,-0.016801,0.879355,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
2,calendar_duration,BTC-USD,Volatility_Breakout,99,2022-01-01,2024-12-31,2025-01-01,2025-06-30,1096,181,lookback=10;multiplier=1.5,0.882690,1.317803,-0.043163,-0.232478,-0.228132,14,323502.226426,309538.780321,continuous_capital,liquidate_at_test_end_close,321.298872,-0.043163,2.095388,BTC-USD,first_close_decision_next_open_integer_shares_5pct_cash_reserve,strategy_costs_for_net_zero_costs_for_gross,net_strategy_minus_net_benchmark
