ticker,strategy,total_return,annualized_return,volatility,sharpe,max_drawdown,win_rate,profit_factor,num_trades,average_trade_return,transaction_cost_adjusted_return
SPY,MACD_Momentum,0.194868,0.030219,0.114162,0.318029,-0.170384,0.484375,1.487137,129,0.005014,-0.020874
