ticker,strategy,parameter_set,commission_bps,slippage_bps,net_return,sharpe,turnover,total_costs,degradation_vs_zero_cost,estimated_break_even_cost_bps
BTC-USD,RSI_Mean_Reversion,period=14;oversold=30;overbought=70,0,25,-0.061266,0.095805,20.759139,5189.226113,0.022443,-43.245913
BTC-USD,RSI_Mean_Reversion,period=14;oversold=30;overbought=70,5,0,-0.049216,0.100001,20.786354,1039.317680,0.010393,-18.677124
BTC-USD,RSI_Mean_Reversion,period=14;oversold=30;overbought=70,5,5,-0.059610,0.095267,20.786815,2078.658437,0.020787,-18.676916
BTC-USD,RSI_Mean_Reversion,period=14;oversold=30;overbought=70,5,10,-0.046709,0.102265,20.763994,3114.509126,0.007886,-73.847946
BTC-USD,RSI_Mean_Reversion,period=14;oversold=30;overbought=70,5,25,-0.048316,0.102792,20.735821,6220.202325,0.009494,-122.682568
BTC-USD,RSI_Mean_Reversion,period=14;oversold=30;overbought=70,10,0,-0.059609,0.095267,20.786354,2078.635359,0.020786,-18.677124
BTC-USD,RSI_Mean_Reversion,period=14;oversold=30;overbought=70,10,5,-0.046709,0.102265,20.763544,3114.509126,0.007886,-73.847946
BTC-USD,RSI_Mean_Reversion,period=14;oversold=30;overbought=70,10,10,-0.057091,0.097604,20.763994,4152.708830,0.018268,-42.504422
BTC-USD,RSI_Mean_Reversion,period=14;oversold=30;overbought=70,10,25,-0.058684,0.098195,20.735821,7256.993381,0.019861,-68.414175
BTC-USD,RSI_Mean_Reversion,period=14;oversold=30;overbought=70,20,0,-0.057090,0.097604,20.763094,4152.618844,0.018267,-42.506516
BTC-USD,RSI_Mean_Reversion,period=14;oversold=30;overbought=70,20,5,-0.061267,0.095805,20.757351,5189.315481,0.022444,-43.244191
BTC-USD,RSI_Mean_Reversion,period=14;oversold=30;overbought=70,20,10,-0.048317,0.102792,20.734515,6220.267607,0.009494,-122.674132
BTC-USD,RSI_Mean_Reversion,period=14;oversold=30;overbought=70,20,25,-0.202532,0.014412,18.115991,8152.120232,0.163709,-10.671573
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,0,0,6.142159,0.897898,696.200838,0.000000,0.000000,0.000000
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,0,5,5.901692,0.881636,683.384598,34169.231231,0.240467,127.712918
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,0,10,5.314426,0.851021,645.401969,64540.262309,0.827733,74.204606
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,0,25,4.206780,0.773043,581.129492,145283.146871,1.935379,79.340531
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,5,0,5.901692,0.881636,683.384625,34169.231231,0.240467,127.712918
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,5,5,5.314426,0.851021,645.402296,64540.245959,0.827733,74.204621
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,5,10,4.978066,0.826717,626.672448,94000.928358,1.164093,79.145219
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,5,25,3.883407,0.748723,550.944182,165283.951389,2.258752,81.578123
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,10,0,5.314426,0.851021,645.402623,64540.262309,0.827733,74.204606
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,10,5,4.978066,0.826717,626.672754,94000.928358,1.164093,79.145219
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,10,10,4.565893,0.798078,605.905381,121181.211768,1.576266,77.933046
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,10,25,3.696113,0.735688,544.182894,190464.749800,2.446046,87.886966
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,20,0,4.565892,0.798078,605.906737,121181.347388,1.576267,77.932979
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,20,5,4.206781,0.773044,581.131968,145283.023061,1.935377,79.340582
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,20,10,3.883408,0.748723,550.945854,165283.867784,2.258751,81.578153
BTC-USD,MACD_Momentum,fast=12;slow=26;signal=9,20,25,2.897886,0.666753,485.669181,218552.097912,3.244273,85.195395
