ticker,strategy,total_return,annualized_return,volatility,sharpe,max_drawdown,win_rate,profit_factor,num_trades,average_trade_return,transaction_cost_adjusted_return
MSFT,MA_Cross,0.278601,0.041953,0.176781,0.321108,-0.417264,0.411765,1.446315,34,0.022404,0.219281
