ticker,strategy,window_id,date,action,price,quantity,cost,slippage,portfolio_value,realized_pnl
MSFT,MACD_Momentum,1,2023-08-22,BUY,325.662750,292,95.093523,47.523000,99087.281620,0.000000
MSFT,MACD_Momentum,1,2023-09-18,SELL,327.636088,292,95.669738,47.858798,99615.349520,385.451377
MSFT,MACD_Momentum,1,2023-10-03,BUY,320.990402,294,94.371178,47.162008,99473.816334,0.000000
MSFT,MACD_Momentum,1,2023-10-04,SELL,313.872984,294,92.278657,46.162410,97336.178855,-2279.170664
MSFT,MACD_Momentum,1,2023-10-05,BUY,319.249541,289,92.263117,46.108504,97197.807234,0.000000
MSFT,MACD_Momentum,1,2023-10-23,SELL,325.307266,289,94.013800,47.030415,98900.584430,1564.405574
MSFT,MACD_Momentum,1,2023-10-26,BUY,340.710279,275,93.695327,46.824251,98760.064852,0.000000
MSFT,MACD_Momentum,1,2023-10-27,SELL,330.264778,275,90.822814,45.434124,95843.553550,-3057.030880
MSFT,MACD_Momentum,1,2023-10-31,BUY,339.019431,269,91.196227,45.575326,95706.781997,0.000000
MSFT,MACD_Momentum,1,2023-11-22,SELL,377.811000,269,101.631159,50.841000,106085.658196,10242.104646
MSFT,MACD_Momentum,1,2023-12-27,BUY,373.876847,268,100.198995,50.074460,105935.384741,0.000000
MSFT,MACD_Momentum,1,2024-01-03,SELL,368.825505,268,98.845235,49.447341,104532.854127,-1552.804069
MSFT,MACD_Momentum,2,2024-01-10,BUY,376.558180,252,94.892661,47.422619,99857.684719,0.000000
MSFT,MACD_Momentum,2,2024-02-01,SELL,401.629072,252,101.210526,50.630578,106121.761462,6121.761462
MSFT,MACD_Momentum,2,2024-02-09,BUY,415.457625,243,100.956203,50.452875,105970.352384,0.000000
MSFT,MACD_Momentum,2,2024-02-14,SELL,407.865972,243,99.111431,49.580506,104076.922226,-2044.839235
MSFT,MACD_Momentum,2,2024-03-01,BUY,411.475624,239,98.342674,49.146764,103929.432788,0.000000
MSFT,MACD_Momentum,2,2024-03-06,SELL,402.768516,239,96.261675,48.154915,101801.319115,-2275.603111
MSFT,MACD_Momentum,2,2024-03-13,BUY,418.309056,232,97.047701,48.499601,101655.771814,0.000000
MSFT,MACD_Momentum,2,2024-03-27,SELL,424.227782,232,98.420846,49.235040,102978.995078,1177.675963
MSFT,MACD_Momentum,2,2024-04-10,BUY,422.401097,229,96.729851,48.340755,102833.924472,0.000000
MSFT,MACD_Momentum,2,2024-04-11,SELL,425.607097,229,97.464025,48.756391,103518.975174,539.980095
MSFT,MACD_Momentum,2,2024-04-12,BUY,424.262013,229,97.156001,48.553724,103373.265449,0.000000
MSFT,MACD_Momentum,2,2024-04-15,SELL,426.386706,229,97.642556,48.845701,103810.731386,291.756212
MSFT,MACD_Momentum,2,2024-05-06,BUY,408.964390,242,98.969382,49.459961,103662.302042,0.000000
MSFT,MACD_Momentum,2,2024-05-31,SELL,416.541625,242,100.803073,50.426750,105444.649856,1633.918470
MSFT,MACD_Momentum,2,2024-06-11,BUY,425.692751,234,99.612104,49.781161,105295.256591,0.000000
MSFT,MACD_Momentum,2,2024-07-01,SELL,448.435674,234,104.933948,52.493220,110561.947709,5117.297853
MSFT,MACD_Momentum,2,2024-07-03,BUY,458.419097,228,104.519554,52.233660,110405.194494,0.000000
MSFT,MACD_Momentum,3,2024-08-12,BUY,407.263528,233,94.892402,47.422490,99857.685108,0.000000
MSFT,MACD_Momentum,3,2024-08-29,SELL,414.732532,233,96.632680,48.340510,101548.753056,1548.753056
MSFT,MACD_Momentum,3,2024-09-03,BUY,418.118959,231,96.585479,48.268605,101403.898971,0.000000
MSFT,MACD_Momentum,3,2024-09-04,SELL,405.707049,231,93.718328,46.882605,98491.298037,-3057.455019
MSFT,MACD_Momentum,3,2024-09-11,BUY,415.707750,225,93.534244,46.743750,98351.020043,0.000000
MSFT,MACD_Momentum,3,2024-09-26,SELL,434.872451,225,97.846302,48.947625,102611.975293,4120.677256
