path,total_return,terminal_wealth,max_drawdown,sharpe
511,-0.0534082,94659.2,-0.352538,0.0455595
512,0.259372,125937,-0.348488,0.302791
513,0.244647,124465,-0.32534,0.287222
514,0.509795,150980,-0.331336,0.44589
515,1.51876,251876,-0.381893,0.909619
516,0.172694,117269,-0.391202,0.24006
517,0.0866187,108662,-0.378739,0.167603
518,2.59444,359444,-0.195007,1.25508
519,3.17712,417712,-0.150674,1.34255
520,1.15158,215158,-0.212963,0.80476
521,0.277578,127758,-0.241621,0.318199
522,0.916466,191647,-0.240867,0.652135
523,1.39744,239744,-0.183623,0.896599
524,0.319695,131970,-0.481302,0.350234
525,-0.355712,64428.8,-0.496493,-0.298907
526,-0.3778,62220,-0.532213,-0.346755
527,0.794248,179425,-0.311815,0.633223
528,0.2824,128240,-0.383737,0.312026
529,0.171548,117155,-0.332719,0.234837
530,0.812403,181240,-0.280555,0.629456
531,0.270418,127042,-0.448178,0.304095
532,-0.453513,54648.7,-0.63469,-0.410525
533,-0.161106,83889.4,-0.450318,-0.0424547
534,2.81432,381432,-0.22606,1.25419
535,0.44282,144282,-0.371062,0.409886
536,0.41148,141148,-0.346055,0.404609
537,-0.472089,52791.1,-0.540204,-0.498522
538,0.687649,168765,-0.247554,0.581819
539,1.32264,232264,-0.32375,0.871811
540,-0.176591,82340.9,-0.483797,-0.0650253
541,1.07511,207511,-0.324728,0.744622
542,-0.312722,68727.8,-0.487825,-0.203911
543,1.4079,240790,-0.235894,0.864903
544,0.320811,132081,-0.333212,0.343064
545,-0.146527,85347.3,-0.561824,-0.0597468
546,0.0744254,107443,-0.400779,0.156627
547,0.855983,185598,-0.243656,0.659938
548,0.17312,117312,-0.325787,0.235698
549,0.0926586,109266,-0.335509,0.173927
550,0.187647,118765,-0.261525,0.248503
551,0.222569,122257,-0.394854,0.269332
552,0.432763,143276,-0.279141,0.423943
553,1.42436,242436,-0.331017,0.844048
554,1.01528,201528,-0.311792,0.715606
555,0.206313,120631,-0.292104,0.264857
556,0.668193,166819,-0.352259,0.550206
557,1.57123,257123,-0.257334,0.95232
558,1.44864,244864,-0.253003,0.899132
559,1.09171,209171,-0.367689,0.732096
560,0.28118,128118,-0.440427,0.323344
561,0.0749691,107497,-0.488189,0.160177
562,-0.443215,55678.5,-0.689311,-0.405383
563,1.67405,267405,-0.189719,0.958922
564,0.354484,135448,-0.338011,0.370557
565,-0.188948,81105.2,-0.489106,-0.103927
566,1.86927,286927,-0.21955,1.01726
567,0.223098,122310,-0.303533,0.277978
568,-0.131895,86810.5,-0.478637,-0.0205577
569,0.30991,130991,-0.220931,0.334532
570,-0.191452,80854.8,-0.492963,-0.0962161
571,0.072196,107220,-0.364886,0.153632
572,0.452226,145223,-0.242821,0.439493
573,-0.23401,76599,-0.431408,-0.13162
574,1.01948,201948,-0.481145,0.701303
