schema_version,window_mode,continuity_policy,ticker,strategy,window_id,date,action,price,quantity,cost,slippage,portfolio_value,realized_pnl
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,0,2023-03-01,BUY,250.885375,414,103.866545,51.907319,108569.580193,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,0,2023-03-17,SELL,278.120880,414,115.142044,57.599822,119781.844644,11056.490587
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,1,2023-07-28,BUY,333.836848,344,114.839876,57.391242,119609.613525,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,1,2023-08-29,SELL,321.719065,344,110.671358,55.363361,115387.815867,-4394.028777
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,1,2023-09-21,BUY,319.419640,341,108.922097,54.433832,115224.459938,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,1,2023-10-06,SELL,316.391713,341,107.889574,53.971773,114138.481098,-1249.334768
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,1,2023-10-23,BUY,325.632736,331,107.784436,53.865285,113976.831377,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,1,2023-10-26,SELL,340.369739,331,112.662383,56.359371,118795.982047,4657.500949
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,1,2023-12-05,BUY,366.633237,305,111.823137,55.883627,118628.275283,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,1,2023-12-27,SELL,373.503157,305,113.918463,56.987725,120665.566116,1869.584069
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,2,2024-04-22,BUY,400.280027,287,114.880368,57.411478,120493.274270,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,2,2024-05-21,SELL,426.616572,287,122.438956,61.250103,127986.835211,7321.269095
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,3,2024-07-17,BUY,442.811291,270,119.559049,59.749650,127807.526513,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,3,2024-08-15,SELL,419.590088,270,113.289324,56.672998,121484.261884,-6502.573327
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,3,2024-08-27,BUY,413.066415,279,115.245530,57.593968,121311.422386,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,3,2024-09-13,SELL,425.617072,279,118.747163,59.403283,124751.902280,3267.640397
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,3,2024-10-01,BUY,428.664237,275,117.882665,58.911877,124575.107738,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,3,2024-10-17,SELL,422.148805,275,116.090921,58.074498,122726.184934,-2025.717347
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,3,2024-11-01,BUY,409.214515,286,117.035351,58.488431,122550.661151,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,3,2024-11-12,SELL,418.040875,286,119.559690,59.809750,125013.928918,2287.743984
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,3,2024-11-19,BUY,413.316540,285,117.795214,58.868173,124837.265531,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,3,2024-11-27,SELL,424.897430,285,121.095768,60.578173,128075.591590,3061.662673
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,3,2024-12-23,BUY,436.958360,278,121.474424,60.706859,127893.410308,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,3,2024-12-31,SELL,421.289250,278,117.118412,58.588500,123480.986111,-4594.605479
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,4,2025-01-03,BUY,421.290527,280,117.961347,58.951198,123304.073565,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,4,2025-01-23,SELL,441.779000,280,123.698120,61.880000,128976.099205,5495.113094
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,4,2025-02-03,BUY,411.805806,295,121.482713,60.711001,128793.905491,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,4,2025-02-20,SELL,415.082364,295,122.449297,61.255276,129698.751638,722.652433
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,4,2025-02-26,BUY,398.209015,309,123.046586,61.492547,129514.212506,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,4,2025-03-25,SELL,393.723053,309,121.660424,60.860642,128067.882572,-1630.869066
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,4,2025-03-31,BUY,372.726279,321,119.645135,59.792671,127888.444765,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,4,2025-04-16,SELL,380.479678,321,122.133977,61.097537,130314.944819,2247.062247
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,4,2025-04-22,BUY,363.561695,344,125.065223,62.501361,130127.378235,0.000000
2,calendar_duration,continuous_capital,MSFT,RSI_Mean_Reversion,4,2025-04-29,SELL,391.104338,344,134.539892,67.303598,139530.008866,9215.064047
2,calendar_duration,continuous_capital,SPY,RSI_Mean_Reversion,1,2023-08-18,BUY,433.586680,217,94.088310,47.020644,99858.891046,0.000000
2,calendar_duration,continuous_capital,SPY,RSI_Mean_Reversion,1,2023-11-15,SELL,449.884930,217,97.625030,48.836933,103345.006964,3345.006964
2,calendar_duration,continuous_capital,SPY,RSI_Mean_Reversion,2,2024-04-22,BUY,498.078902,198,98.619623,49.285169,103197.102172,0.000000
2,calendar_duration,continuous_capital,SPY,RSI_Mean_Reversion,2,2024-05-15,SELL,525.567102,198,104.062286,52.057172,108584.988757,5239.981793
2,calendar_duration,continuous_capital,SPY,RSI_Mean_Reversion,3,2024-08-06,BUY,519.479581,199,103.376437,51.662387,108429.949933,0.000000
2,calendar_duration,continuous_capital,SPY,RSI_Mean_Reversion,3,2024-09-05,SELL,550.614570,199,109.572299,54.813556,114567.902823,5982.914066
2,calendar_duration,continuous_capital,SPY,RSI_Mean_Reversion,4,2025-02-26,BUY,596.227958,183,109.109716,54.527594,114404.265512,0.000000
2,calendar_duration,continuous_capital,SPY,RSI_Mean_Reversion,4,2025-05-01,SELL,560.089810,183,102.496435,51.273855,107743.015669,-6824.887154
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,0,2023-01-04,BUY,109.164556,878,95.846480,47.899290,99856.254230,0.000000
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,0,2023-01-30,SELL,177.960978,878,156.249739,78.163951,160151.162683,60151.162683
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,0,2023-05-03,BUY,160.090000,949,151.925410,75.924742,159923.312531,0.000000
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,0,2023-06-01,SELL,202.488701,949,192.161778,96.128953,200043.443538,39892.280855
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,1,2023-08-08,BUY,247.573722,755,186.918160,93.412374,199763.113004,0.000000
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,1,2023-09-12,SELL,270.624630,755,204.321595,102.211904,217055.639182,17012.195644
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,1,2023-10-23,BUY,210.105000,972,204.222060,102.060000,216749.357122,0.000000
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,1,2023-11-16,SELL,239.370260,972,232.667893,116.392143,245064.582426,28008.943243
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,2,2024-01-16,BUY,215.207556,1063,228.765632,114.325653,244721.491140,0.000000
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,2,2024-07-01,SELL,209.755071,1063,222.969640,111.540590,238816.855071,-6247.727355
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,4,2025-02-10,BUY,356.388096,627,223.455336,111.671832,238481.727902,0.000000
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,4,2025-04-30,SELL,279.760044,627,175.409548,87.748648,190372.201237,-48444.653834
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,4,2025-06-06,BUY,298.979402,635,189.851920,94.878521,190087.470796,0.000000
2,calendar_duration,continuous_capital,TSLA,RSI_Mean_Reversion,4,2025-07-01,SELL,300.559636,635,190.855369,95.475422,190994.943106,622.741868
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,0,2023-02-10,BUY,21829.915362,4,87.319661,43.638012,99869.042327,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,0,2023-02-18,SELL,24553.014227,4,98.212057,49.130594,110706.863739,10706.863739
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,0,2023-02-25,BUY,23211.725062,4,92.846900,46.400250,110567.616588,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,0,2023-03-17,SELL,25042.595485,4,100.170382,50.110246,117837.328148,7130.464409
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,0,2023-04-21,BUY,28263.355084,3,84.790065,42.373846,117710.164237,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,0,2023-04-29,SELL,29321.898123,3,87.965694,44.004850,120840.201505,3002.873358
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,0,2023-05-11,BUY,27634.896480,4,110.539586,55.242172,120674.419748,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,0,2023-06-21,SELL,28297.154892,4,113.188620,56.622621,123265.506945,2425.305439
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,1,2023-07-21,BUY,29820.013884,3,89.460042,44.707667,123131.339236,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,1,2023-08-30,SELL,27712.220942,3,83.136663,41.589126,116769.531416,-6495.975529
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,1,2023-09-06,BUY,25796.823606,4,103.187294,51.567863,116614.776258,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,1,2023-09-19,SELL,26747.471137,4,106.989885,53.521703,120361.944358,3592.412942
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,1,2023-09-27,BUY,26222.602796,4,104.890411,52.418996,120204.634951,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,1,2023-10-02,SELL,27962.810429,4,111.851242,55.953598,127106.033236,6744.088878
