date,ticker,regime
2025-03-10,AAPL,sideways/high_volatility
2025-03-11,AAPL,bear/high_volatility
2025-03-12,AAPL,bear/high_volatility
2025-03-13,AAPL,bear/high_volatility
2025-03-14,AAPL,bear/high_volatility
2025-03-17,AAPL,bear/high_volatility
2025-03-18,AAPL,bear/high_volatility
2025-03-19,AAPL,bear/high_volatility
2025-03-20,AAPL,bear/high_volatility
2025-03-21,AAPL,bear/high_volatility
2025-03-24,AAPL,bear/high_volatility
2025-03-25,AAPL,bear/high_volatility
2025-03-26,AAPL,bear/high_volatility
2025-03-27,AAPL,bear/high_volatility
2025-03-28,AAPL,bear/high_volatility
2025-03-31,AAPL,bear/high_volatility
2025-04-01,AAPL,bear/high_volatility
2025-04-02,AAPL,bear/high_volatility
2025-04-03,AAPL,bear/high_volatility
2025-04-04,AAPL,bear/high_volatility
2025-04-07,AAPL,bear/high_volatility
2025-04-08,AAPL,bear/high_volatility
2025-04-09,AAPL,bear/high_volatility
2025-04-10,AAPL,bear/high_volatility
2025-04-11,AAPL,bear/high_volatility
2025-04-14,AAPL,bear/high_volatility
2025-04-15,AAPL,bear/high_volatility
2025-04-16,AAPL,bear/high_volatility
2025-04-17,AAPL,bear/high_volatility
2025-04-21,AAPL,bear/high_volatility
2025-04-22,AAPL,bear/high_volatility
2025-04-23,AAPL,bear/high_volatility
2025-04-24,AAPL,bear/high_volatility
2025-04-25,AAPL,bear/high_volatility
2025-04-28,AAPL,bear/high_volatility
2025-04-29,AAPL,bear/high_volatility
2025-04-30,AAPL,bear/high_volatility
2025-05-01,AAPL,bear/high_volatility
2025-05-02,AAPL,bear/high_volatility
2025-05-05,AAPL,bear/high_volatility
2025-05-06,AAPL,bear/high_volatility
2025-05-07,AAPL,bear/high_volatility
2025-05-08,AAPL,bear/high_volatility
2025-05-09,AAPL,bear/high_volatility
2025-05-12,AAPL,bear/high_volatility
2025-05-13,AAPL,bear/high_volatility
2025-05-14,AAPL,bear/high_volatility
2025-05-15,AAPL,bear/high_volatility
2025-05-16,AAPL,bear/high_volatility
2025-05-19,AAPL,bear/high_volatility
2025-05-20,AAPL,bear/high_volatility
2025-05-21,AAPL,bear/high_volatility
2025-05-22,AAPL,bear/high_volatility
2025-05-23,AAPL,bear/high_volatility
2025-05-27,AAPL,bear/high_volatility
2025-05-28,AAPL,bear/high_volatility
2025-05-29,AAPL,bear/high_volatility
2025-05-30,AAPL,bear/high_volatility
2025-06-02,AAPL,bear/high_volatility
2025-06-03,AAPL,bear/high_volatility
2025-06-04,AAPL,bear/high_volatility
2025-06-05,AAPL,bear/high_volatility
2025-06-06,AAPL,bear/high_volatility
2025-06-09,AAPL,bear/high_volatility
2025-06-10,AAPL,bear/low_volatility
2025-06-11,AAPL,bear/low_volatility
2025-06-12,AAPL,bear/low_volatility
2025-06-13,AAPL,bear/low_volatility
2025-06-16,AAPL,bear/low_volatility
2025-06-17,AAPL,bear/low_volatility
2025-06-18,AAPL,bear/low_volatility
2025-06-20,AAPL,bear/low_volatility
2025-06-23,AAPL,bear/low_volatility
2025-06-24,AAPL,bear/low_volatility
2025-06-25,AAPL,bear/low_volatility
2025-06-26,AAPL,bear/low_volatility
2025-06-27,AAPL,bear/low_volatility
2025-06-30,AAPL,bear/low_volatility
2025-07-01,AAPL,sideways/low_volatility
2025-07-02,AAPL,sideways/low_volatility
2025-07-03,AAPL,sideways/low_volatility
2025-07-07,AAPL,sideways/low_volatility
2025-07-08,AAPL,sideways/low_volatility
2025-07-09,AAPL,sideways/low_volatility
2025-07-10,AAPL,sideways/low_volatility
2025-07-11,AAPL,sideways/low_volatility
2025-07-14,AAPL,sideways/low_volatility
2025-07-15,AAPL,sideways/low_volatility
2025-07-16,AAPL,sideways/low_volatility
2025-07-17,AAPL,sideways/low_volatility
2025-07-18,AAPL,sideways/low_volatility
2025-07-21,AAPL,sideways/low_volatility
2025-07-22,AAPL,sideways/low_volatility
2025-07-23,AAPL,sideways/low_volatility
2025-07-24,AAPL,sideways/low_volatility
2025-07-25,AAPL,sideways/low_volatility
2025-07-28,AAPL,sideways/low_volatility
2025-07-29,AAPL,bear/low_volatility
2025-07-30,AAPL,sideways/low_volatility
2025-07-31,AAPL,sideways/low_volatility
2025-08-01,AAPL,sideways/low_volatility
2025-08-04,AAPL,sideways/low_volatility
2025-08-05,AAPL,sideways/low_volatility
2025-08-06,AAPL,sideways/low_volatility
2025-08-07,AAPL,sideways/low_volatility
2025-08-08,AAPL,bull/high_volatility
2025-08-11,AAPL,bull/high_volatility
2025-08-12,AAPL,bull/high_volatility
2025-08-13,AAPL,bull/high_volatility
2025-08-14,AAPL,bull/high_volatility
2025-08-15,AAPL,bull/high_volatility
2025-08-18,AAPL,bull/high_volatility
2025-08-19,AAPL,bull/high_volatility
2025-08-20,AAPL,bull/high_volatility
2025-08-21,AAPL,bull/high_volatility
2025-08-22,AAPL,bull/high_volatility
2025-08-25,AAPL,bull/high_volatility
2025-08-26,AAPL,bull/high_volatility
2025-08-27,AAPL,bull/high_volatility
2025-08-28,AAPL,bull/high_volatility
2025-08-29,AAPL,bull/high_volatility
2025-09-02,AAPL,bull/high_volatility
2025-09-03,AAPL,bull/high_volatility
2025-09-04,AAPL,bull/low_volatility
2025-09-05,AAPL,bull/low_volatility
2025-09-08,AAPL,bull/low_volatility
2025-09-09,AAPL,bull/low_volatility
2025-09-10,AAPL,bull/low_volatility
2025-09-11,AAPL,bull/low_volatility
2025-09-12,AAPL,bull/low_volatility
2025-09-15,AAPL,bull/low_volatility
2025-09-16,AAPL,bull/low_volatility
2025-09-17,AAPL,bull/low_volatility
2025-09-18,AAPL,bull/low_volatility
2025-09-19,AAPL,bull/low_volatility
2025-09-22,AAPL,bull/high_volatility
2025-09-23,AAPL,bull/high_volatility
2025-09-24,AAPL,bull/high_volatility
2025-09-25,AAPL,bull/high_volatility
2025-09-26,AAPL,bull/high_volatility
2025-09-29,AAPL,bull/high_volatility
2025-09-30,AAPL,bull/high_volatility
2025-10-01,AAPL,bull/low_volatility
2025-10-02,AAPL,bull/low_volatility
2025-10-03,AAPL,bull/low_volatility
2025-10-06,AAPL,bull/low_volatility
2025-10-07,AAPL,bull/low_volatility
2025-10-08,AAPL,bull/low_volatility
2025-10-09,AAPL,bull/low_volatility
2025-10-10,AAPL,bull/low_volatility
2025-10-13,AAPL,bull/low_volatility
2025-10-14,AAPL,bull/low_volatility
2025-10-15,AAPL,bull/low_volatility
2025-10-16,AAPL,bull/low_volatility
2025-10-17,AAPL,bull/low_volatility
2025-10-20,AAPL,bull/low_volatility
2025-10-21,AAPL,bull/low_volatility
2025-10-22,AAPL,bull/low_volatility
2025-10-23,AAPL,bull/low_volatility
2025-10-24,AAPL,bull/low_volatility
2025-10-27,AAPL,bull/low_volatility
2025-10-28,AAPL,bull/low_volatility
2025-10-29,AAPL,bull/low_volatility
2025-10-30,AAPL,bull/low_volatility
2025-10-31,AAPL,bull/low_volatility
2025-11-03,AAPL,bull/low_volatility
2025-11-04,AAPL,bull/low_volatility
2025-11-05,AAPL,bull/low_volatility
2025-11-06,AAPL,bull/low_volatility
2025-11-07,AAPL,bull/low_volatility
2025-11-10,AAPL,bull/low_volatility
2025-11-11,AAPL,bull/low_volatility
2025-11-12,AAPL,bull/low_volatility
2025-11-13,AAPL,bull/low_volatility
2025-11-14,AAPL,bull/low_volatility
2025-11-17,AAPL,bull/low_volatility
2025-11-18,AAPL,bull/low_volatility
2025-11-19,AAPL,bull/low_volatility
2025-11-20,AAPL,bull/low_volatility
2025-11-21,AAPL,bull/low_volatility
2025-11-24,AAPL,bull/low_volatility
2025-11-25,AAPL,bull/low_volatility
2025-11-26,AAPL,bull/low_volatility
2025-11-28,AAPL,bull/low_volatility
2025-12-01,AAPL,bull/low_volatility
2025-12-02,AAPL,bull/low_volatility
2025-12-03,AAPL,bull/low_volatility
2025-12-04,AAPL,bull/low_volatility
2025-12-05,AAPL,bull/low_volatility
2025-12-08,AAPL,bull/low_volatility
2025-12-09,AAPL,bull/low_volatility
2025-12-10,AAPL,bull/low_volatility
2025-12-11,AAPL,bull/low_volatility
2025-12-12,AAPL,bull/low_volatility
2025-12-15,AAPL,bull/low_volatility
2025-12-16,AAPL,bull/low_volatility
2025-12-17,AAPL,bull/low_volatility
2025-12-18,AAPL,bull/low_volatility
2025-12-19,AAPL,bull/low_volatility
2025-12-22,AAPL,bull/low_volatility
2025-12-23,AAPL,bull/low_volatility
2025-12-24,AAPL,bull/low_volatility
2025-12-26,AAPL,bull/low_volatility
2025-12-29,AAPL,bull/low_volatility
2025-12-30,AAPL,bull/low_volatility
2020-01-02,MSFT,unclassified
2020-01-03,MSFT,unclassified
2020-01-06,MSFT,unclassified
2020-01-07,MSFT,unclassified
2020-01-08,MSFT,unclassified
2020-01-09,MSFT,unclassified
2020-01-10,MSFT,unclassified
2020-01-13,MSFT,unclassified
2020-01-14,MSFT,unclassified
2020-01-15,MSFT,unclassified
2020-01-16,MSFT,unclassified
2020-01-17,MSFT,unclassified
2020-01-21,MSFT,unclassified
2020-01-22,MSFT,unclassified
2020-01-23,MSFT,unclassified
2020-01-24,MSFT,unclassified
2020-01-27,MSFT,unclassified
2020-01-28,MSFT,unclassified
2020-01-29,MSFT,unclassified
2020-01-30,MSFT,unclassified
2020-01-31,MSFT,unclassified
2020-02-03,MSFT,unclassified
2020-02-04,MSFT,unclassified
2020-02-05,MSFT,unclassified
2020-02-06,MSFT,unclassified
2020-02-07,MSFT,unclassified
2020-02-10,MSFT,unclassified
2020-02-11,MSFT,unclassified
2020-02-12,MSFT,unclassified
2020-02-13,MSFT,unclassified
2020-02-14,MSFT,unclassified
2020-02-18,MSFT,unclassified
2020-02-19,MSFT,unclassified
2020-02-20,MSFT,unclassified
2020-02-21,MSFT,unclassified
2020-02-24,MSFT,unclassified
2020-02-25,MSFT,unclassified
2020-02-26,MSFT,unclassified
2020-02-27,MSFT,unclassified
2020-02-28,MSFT,unclassified
2020-03-02,MSFT,unclassified
2020-03-03,MSFT,unclassified
2020-03-04,MSFT,unclassified
2020-03-05,MSFT,unclassified
2020-03-06,MSFT,unclassified
2020-03-09,MSFT,unclassified
2020-03-10,MSFT,unclassified
2020-03-11,MSFT,unclassified
2020-03-12,MSFT,unclassified
2020-03-13,MSFT,unclassified
2020-03-16,MSFT,unclassified
2020-03-17,MSFT,unclassified
2020-03-18,MSFT,unclassified
2020-03-19,MSFT,unclassified
2020-03-20,MSFT,unclassified
2020-03-23,MSFT,unclassified
2020-03-24,MSFT,unclassified
2020-03-25,MSFT,unclassified
2020-03-26,MSFT,unclassified
2020-03-27,MSFT,unclassified
2020-03-30,MSFT,unclassified
2020-03-31,MSFT,unclassified
2020-04-01,MSFT,unclassified
2020-04-02,MSFT,unclassified
2020-04-03,MSFT,unclassified
2020-04-06,MSFT,unclassified
2020-04-07,MSFT,unclassified
2020-04-08,MSFT,unclassified
2020-04-09,MSFT,unclassified
2020-04-13,MSFT,unclassified
2020-04-14,MSFT,unclassified
2020-04-15,MSFT,unclassified
2020-04-16,MSFT,unclassified
2020-04-17,MSFT,unclassified
2020-04-20,MSFT,unclassified
2020-04-21,MSFT,unclassified
2020-04-22,MSFT,unclassified
2020-04-23,MSFT,unclassified
2020-04-24,MSFT,unclassified
2020-04-27,MSFT,unclassified
2020-04-28,MSFT,unclassified
2020-04-29,MSFT,unclassified
2020-04-30,MSFT,unclassified
2020-05-01,MSFT,unclassified
2020-05-04,MSFT,unclassified
2020-05-05,MSFT,unclassified
2020-05-06,MSFT,unclassified
2020-05-07,MSFT,unclassified
2020-05-08,MSFT,unclassified
2020-05-11,MSFT,unclassified
2020-05-12,MSFT,unclassified
2020-05-13,MSFT,unclassified
2020-05-14,MSFT,unclassified
2020-05-15,MSFT,unclassified
2020-05-18,MSFT,unclassified
2020-05-19,MSFT,unclassified
2020-05-20,MSFT,unclassified
2020-05-21,MSFT,unclassified
2020-05-22,MSFT,unclassified
2020-05-26,MSFT,unclassified
2020-05-27,MSFT,unclassified
2020-05-28,MSFT,unclassified
2020-05-29,MSFT,unclassified
2020-06-01,MSFT,unclassified
2020-06-02,MSFT,unclassified
2020-06-03,MSFT,unclassified
2020-06-04,MSFT,unclassified
2020-06-05,MSFT,unclassified
2020-06-08,MSFT,unclassified
2020-06-09,MSFT,unclassified
2020-06-10,MSFT,unclassified
2020-06-11,MSFT,unclassified
2020-06-12,MSFT,unclassified
2020-06-15,MSFT,unclassified
2020-06-16,MSFT,unclassified
2020-06-17,MSFT,unclassified
2020-06-18,MSFT,unclassified
2020-06-19,MSFT,unclassified
2020-06-22,MSFT,unclassified
2020-06-23,MSFT,unclassified
2020-06-24,MSFT,unclassified
2020-06-25,MSFT,unclassified
2020-06-26,MSFT,unclassified
2020-06-29,MSFT,unclassified
2020-06-30,MSFT,unclassified
2020-07-01,MSFT,unclassified
2020-07-02,MSFT,unclassified
2020-07-06,MSFT,unclassified
2020-07-07,MSFT,unclassified
2020-07-08,MSFT,unclassified
2020-07-09,MSFT,unclassified
2020-07-10,MSFT,unclassified
2020-07-13,MSFT,unclassified
2020-07-14,MSFT,unclassified
2020-07-15,MSFT,unclassified
2020-07-16,MSFT,unclassified
2020-07-17,MSFT,unclassified
2020-07-20,MSFT,unclassified
2020-07-21,MSFT,unclassified
2020-07-22,MSFT,unclassified
2020-07-23,MSFT,unclassified
2020-07-24,MSFT,unclassified
2020-07-27,MSFT,unclassified
2020-07-28,MSFT,unclassified
2020-07-29,MSFT,unclassified
2020-07-30,MSFT,unclassified
2020-07-31,MSFT,unclassified
2020-08-03,MSFT,unclassified
2020-08-04,MSFT,unclassified
2020-08-05,MSFT,unclassified
2020-08-06,MSFT,unclassified
2020-08-07,MSFT,unclassified
2020-08-10,MSFT,unclassified
2020-08-11,MSFT,unclassified
2020-08-12,MSFT,unclassified
2020-08-13,MSFT,unclassified
2020-08-14,MSFT,unclassified
2020-08-17,MSFT,unclassified
2020-08-18,MSFT,unclassified
2020-08-19,MSFT,unclassified
2020-08-20,MSFT,unclassified
2020-08-21,MSFT,unclassified
2020-08-24,MSFT,unclassified
2020-08-25,MSFT,unclassified
2020-08-26,MSFT,unclassified
2020-08-27,MSFT,unclassified
2020-08-28,MSFT,unclassified
2020-08-31,MSFT,unclassified
2020-09-01,MSFT,unclassified
2020-09-02,MSFT,unclassified
2020-09-03,MSFT,unclassified
2020-09-04,MSFT,unclassified
2020-09-08,MSFT,unclassified
2020-09-09,MSFT,unclassified
2020-09-10,MSFT,unclassified
2020-09-11,MSFT,unclassified
2020-09-14,MSFT,unclassified
2020-09-15,MSFT,unclassified
2020-09-16,MSFT,unclassified
2020-09-17,MSFT,unclassified
2020-09-18,MSFT,unclassified
2020-09-21,MSFT,unclassified
2020-09-22,MSFT,unclassified
2020-09-23,MSFT,unclassified
2020-09-24,MSFT,unclassified
2020-09-25,MSFT,unclassified
2020-09-28,MSFT,unclassified
2020-09-29,MSFT,unclassified
2020-09-30,MSFT,unclassified
2020-10-01,MSFT,unclassified
2020-10-02,MSFT,unclassified
2020-10-05,MSFT,unclassified
2020-10-06,MSFT,unclassified
2020-10-07,MSFT,unclassified
2020-10-08,MSFT,unclassified
2020-10-09,MSFT,unclassified
2020-10-12,MSFT,unclassified
2020-10-13,MSFT,unclassified
2020-10-14,MSFT,unclassified
2020-10-15,MSFT,unclassified
2020-10-16,MSFT,bull/high_volatility
2020-10-19,MSFT,bull/high_volatility
2020-10-20,MSFT,bull/high_volatility
2020-10-21,MSFT,bull/high_volatility
2020-10-22,MSFT,bull/high_volatility
2020-10-23,MSFT,bull/high_volatility
2020-10-26,MSFT,bull/high_volatility
2020-10-27,MSFT,sideways/high_volatility
2020-10-28,MSFT,sideways/high_volatility
2020-10-29,MSFT,sideways/high_volatility
2020-10-30,MSFT,sideways/high_volatility
2020-11-02,MSFT,sideways/high_volatility
2020-11-03,MSFT,sideways/high_volatility
2020-11-04,MSFT,bull/high_volatility
2020-11-05,MSFT,bull/high_volatility
2020-11-06,MSFT,bull/high_volatility
2020-11-09,MSFT,bull/high_volatility
2020-11-10,MSFT,bull/high_volatility
2020-11-11,MSFT,bull/high_volatility
2020-11-12,MSFT,bull/high_volatility
2020-11-13,MSFT,bull/high_volatility
2020-11-16,MSFT,bull/high_volatility
2020-11-17,MSFT,bull/high_volatility
2020-11-18,MSFT,sideways/high_volatility
2020-11-19,MSFT,sideways/high_volatility
2020-11-20,MSFT,sideways/high_volatility
2020-11-23,MSFT,sideways/high_volatility
2020-11-24,MSFT,sideways/high_volatility
2020-11-25,MSFT,sideways/high_volatility
2020-11-27,MSFT,sideways/high_volatility
2020-11-30,MSFT,sideways/high_volatility
2020-12-01,MSFT,bull/high_volatility
2020-12-02,MSFT,bull/high_volatility
2020-12-03,MSFT,bull/high_volatility
2020-12-04,MSFT,bull/low_volatility
2020-12-07,MSFT,bull/low_volatility
2020-12-08,MSFT,bull/low_volatility
2020-12-09,MSFT,bull/low_volatility
2020-12-10,MSFT,bull/low_volatility
2020-12-11,MSFT,bull/low_volatility
2020-12-14,MSFT,bull/low_volatility
2020-12-15,MSFT,bull/low_volatility
2020-12-16,MSFT,bull/low_volatility
2020-12-17,MSFT,bull/low_volatility
2020-12-18,MSFT,bull/low_volatility
2020-12-21,MSFT,bull/low_volatility
2020-12-22,MSFT,bull/low_volatility
2020-12-23,MSFT,bull/low_volatility
2020-12-24,MSFT,bull/low_volatility
2020-12-28,MSFT,bull/low_volatility
2020-12-29,MSFT,bull/low_volatility
2020-12-30,MSFT,bull/low_volatility
2020-12-31,MSFT,bull/low_volatility
2021-01-04,MSFT,bull/low_volatility
2021-01-05,MSFT,bull/low_volatility
2021-01-06,MSFT,sideways/low_volatility
2021-01-07,MSFT,sideways/low_volatility
2021-01-08,MSFT,sideways/low_volatility
2021-01-11,MSFT,sideways/low_volatility
2021-01-12,MSFT,sideways/low_volatility
2021-01-13,MSFT,sideways/low_volatility
2021-01-14,MSFT,sideways/low_volatility
2021-01-15,MSFT,sideways/low_volatility
2021-01-19,MSFT,bull/low_volatility
2021-01-20,MSFT,bull/high_volatility
2021-01-21,MSFT,bull/high_volatility
2021-01-22,MSFT,bull/high_volatility
2021-01-25,MSFT,bull/high_volatility
2021-01-26,MSFT,bull/high_volatility
2021-01-27,MSFT,bull/high_volatility
2021-01-28,MSFT,bull/high_volatility
2021-01-29,MSFT,bull/high_volatility
2021-02-01,MSFT,bull/high_volatility
2021-02-02,MSFT,bull/high_volatility
2021-02-03,MSFT,bull/high_volatility
2021-02-04,MSFT,bull/high_volatility
2021-02-05,MSFT,bull/high_volatility
2021-02-08,MSFT,bull/high_volatility
2021-02-09,MSFT,bull/high_volatility
2021-02-10,MSFT,bull/high_volatility
2021-02-11,MSFT,bull/high_volatility
2021-02-12,MSFT,bull/low_volatility
2021-02-16,MSFT,bull/low_volatility
2021-02-17,MSFT,bull/low_volatility
2021-02-18,MSFT,bull/low_volatility
2021-02-19,MSFT,bull/low_volatility
2021-02-22,MSFT,bull/low_volatility
2021-02-23,MSFT,bull/low_volatility
2021-02-24,MSFT,bull/low_volatility
2021-02-25,MSFT,bull/low_volatility
2021-02-26,MSFT,bull/low_volatility
2021-03-01,MSFT,bull/low_volatility
2021-03-02,MSFT,bull/low_volatility
2021-03-03,MSFT,bull/low_volatility
2021-03-04,MSFT,bull/low_volatility
2021-03-05,MSFT,bull/low_volatility
2021-03-08,MSFT,bull/low_volatility
2021-03-09,MSFT,bull/high_volatility
2021-03-10,MSFT,bull/high_volatility
2021-03-11,MSFT,bull/high_volatility
2021-03-12,MSFT,bull/high_volatility
2021-03-15,MSFT,bull/high_volatility
2021-03-16,MSFT,bull/high_volatility
2021-03-17,MSFT,bull/high_volatility
2021-03-18,MSFT,bull/high_volatility
2021-03-19,MSFT,bull/high_volatility
2021-03-22,MSFT,bull/high_volatility
2021-03-23,MSFT,bull/high_volatility
2021-03-24,MSFT,bull/high_volatility
2021-03-25,MSFT,bull/high_volatility
2021-03-26,MSFT,bull/high_volatility
2021-03-29,MSFT,bull/high_volatility
2021-03-30,MSFT,bull/high_volatility
2021-03-31,MSFT,bull/high_volatility
2021-04-01,MSFT,bull/high_volatility
2021-04-05,MSFT,bull/high_volatility
2021-04-06,MSFT,bull/high_volatility
2021-04-07,MSFT,bull/high_volatility
2021-04-08,MSFT,bull/high_volatility
2021-04-09,MSFT,bull/low_volatility
2021-04-12,MSFT,bull/low_volatility
2021-04-13,MSFT,bull/low_volatility
2021-04-14,MSFT,bull/low_volatility
2021-04-15,MSFT,bull/low_volatility
2021-04-16,MSFT,bull/low_volatility
2021-04-19,MSFT,bull/low_volatility
2021-04-20,MSFT,bull/low_volatility
2021-04-21,MSFT,bull/low_volatility
2021-04-22,MSFT,bull/low_volatility
2021-04-23,MSFT,bull/low_volatility
2021-04-26,MSFT,bull/low_volatility
2021-04-27,MSFT,bull/low_volatility
2021-04-28,MSFT,bull/low_volatility
2021-04-29,MSFT,bull/low_volatility
2021-04-30,MSFT,bull/low_volatility
2021-05-03,MSFT,bull/low_volatility
2021-05-04,MSFT,bull/low_volatility
2021-05-05,MSFT,bull/low_volatility
2021-05-06,MSFT,bull/low_volatility
2021-05-07,MSFT,bull/low_volatility
2021-05-10,MSFT,bull/low_volatility
2021-05-11,MSFT,bull/low_volatility
2021-05-12,MSFT,sideways/low_volatility
2021-05-13,MSFT,sideways/low_volatility
2021-05-14,MSFT,bull/low_volatility
2021-05-17,MSFT,bull/low_volatility
2021-05-18,MSFT,bull/low_volatility
2021-05-19,MSFT,bull/low_volatility
2021-05-20,MSFT,bull/low_volatility
2021-05-21,MSFT,bull/low_volatility
2021-05-24,MSFT,bull/low_volatility
2021-05-25,MSFT,bull/low_volatility
2021-05-26,MSFT,bull/low_volatility
2021-05-27,MSFT,bull/low_volatility
2021-05-28,MSFT,bull/low_volatility
2021-06-01,MSFT,bull/low_volatility
2021-06-02,MSFT,bull/low_volatility
2021-06-03,MSFT,bull/low_volatility
2021-06-04,MSFT,bull/low_volatility
2021-06-07,MSFT,bull/low_volatility
2021-06-08,MSFT,bull/low_volatility
2021-06-09,MSFT,bull/low_volatility
2021-06-10,MSFT,bull/low_volatility
2021-06-11,MSFT,bull/low_volatility
2021-06-14,MSFT,bull/low_volatility
2021-06-15,MSFT,bull/low_volatility
2021-06-16,MSFT,bull/low_volatility
2021-06-17,MSFT,bull/low_volatility
2021-06-18,MSFT,bull/low_volatility
2021-06-21,MSFT,bull/low_volatility
2021-06-22,MSFT,bull/low_volatility
2021-06-23,MSFT,bull/low_volatility
2021-06-24,MSFT,bull/low_volatility
2021-06-25,MSFT,bull/low_volatility
2021-06-28,MSFT,bull/low_volatility
2021-06-29,MSFT,bull/low_volatility
2021-06-30,MSFT,bull/low_volatility
2021-07-01,MSFT,bull/low_volatility
2021-07-02,MSFT,bull/low_volatility
2021-07-06,MSFT,bull/low_volatility
2021-07-07,MSFT,bull/low_volatility
2021-07-08,MSFT,bull/low_volatility
2021-07-09,MSFT,bull/low_volatility
2021-07-12,MSFT,bull/low_volatility
2021-07-13,MSFT,bull/low_volatility
2021-07-14,MSFT,bull/low_volatility
2021-07-15,MSFT,bull/low_volatility
2021-07-16,MSFT,bull/low_volatility
2021-07-19,MSFT,bull/low_volatility
2021-07-20,MSFT,bull/low_volatility
2021-07-21,MSFT,bull/low_volatility
2021-07-22,MSFT,bull/low_volatility
2021-07-23,MSFT,bull/low_volatility
2021-07-26,MSFT,bull/low_volatility
2021-07-27,MSFT,bull/low_volatility
2021-07-28,MSFT,bull/low_volatility
2021-07-29,MSFT,bull/low_volatility
2021-07-30,MSFT,bull/low_volatility
2021-08-02,MSFT,bull/low_volatility
2021-08-03,MSFT,bull/low_volatility
2021-08-04,MSFT,bull/low_volatility
2021-08-05,MSFT,bull/low_volatility
2021-08-06,MSFT,bull/low_volatility
2021-08-09,MSFT,bull/low_volatility
2021-08-10,MSFT,bull/low_volatility
2021-08-11,MSFT,bull/low_volatility
2021-08-12,MSFT,bull/low_volatility
2021-08-13,MSFT,bull/low_volatility
2021-08-16,MSFT,bull/low_volatility
2021-08-17,MSFT,bull/low_volatility
2021-08-18,MSFT,bull/low_volatility
2021-08-19,MSFT,bull/low_volatility
2021-08-20,MSFT,bull/low_volatility
2021-08-23,MSFT,bull/low_volatility
2021-08-24,MSFT,bull/low_volatility
2021-08-25,MSFT,bull/low_volatility
2021-08-26,MSFT,bull/low_volatility
2021-08-27,MSFT,bull/low_volatility
2021-08-30,MSFT,bull/low_volatility
2021-08-31,MSFT,bull/low_volatility
2021-09-01,MSFT,bull/low_volatility
2021-09-02,MSFT,bull/low_volatility
2021-09-03,MSFT,bull/low_volatility
2021-09-07,MSFT,bull/low_volatility
2021-09-08,MSFT,bull/low_volatility
2021-09-09,MSFT,bull/low_volatility
2021-09-10,MSFT,bull/low_volatility
2021-09-13,MSFT,bull/low_volatility
2021-09-14,MSFT,bull/low_volatility
2021-09-15,MSFT,bull/low_volatility
2021-09-16,MSFT,bull/low_volatility
2021-09-17,MSFT,bull/low_volatility
2021-09-20,MSFT,bull/low_volatility
2021-09-21,MSFT,bull/low_volatility
2021-09-22,MSFT,bull/low_volatility
2021-09-23,MSFT,bull/low_volatility
2021-09-24,MSFT,bull/low_volatility
2021-09-27,MSFT,bull/low_volatility
2021-09-28,MSFT,bull/low_volatility
2021-09-29,MSFT,bull/low_volatility
2021-09-30,MSFT,bull/low_volatility
2021-10-01,MSFT,bull/low_volatility
2021-10-04,MSFT,bull/low_volatility
2021-10-05,MSFT,bull/low_volatility
2021-10-06,MSFT,bull/high_volatility
2021-10-07,MSFT,bull/high_volatility
2021-10-08,MSFT,bull/high_volatility
2021-10-11,MSFT,bull/high_volatility
2021-10-12,MSFT,bull/high_volatility
2021-10-13,MSFT,bull/low_volatility
2021-10-14,MSFT,bull/high_volatility
2021-10-15,MSFT,bull/high_volatility
2021-10-18,MSFT,bull/low_volatility
2021-10-19,MSFT,bull/low_volatility
2021-10-20,MSFT,bull/low_volatility
2021-10-21,MSFT,bull/low_volatility
2021-10-22,MSFT,bull/low_volatility
2021-10-25,MSFT,bull/low_volatility
2021-10-26,MSFT,bull/low_volatility
2021-10-27,MSFT,bull/low_volatility
2021-10-28,MSFT,bull/low_volatility
2021-10-29,MSFT,bull/low_volatility
2021-11-01,MSFT,bull/low_volatility
2021-11-02,MSFT,bull/low_volatility
2021-11-03,MSFT,bull/low_volatility
2021-11-04,MSFT,bull/low_volatility
2021-11-05,MSFT,bull/low_volatility
2021-11-08,MSFT,bull/low_volatility
2021-11-09,MSFT,bull/low_volatility
2021-11-10,MSFT,bull/low_volatility
2021-11-11,MSFT,bull/low_volatility
2021-11-12,MSFT,bull/low_volatility
2021-11-15,MSFT,bull/low_volatility
2021-11-16,MSFT,bull/low_volatility
2021-11-17,MSFT,bull/low_volatility
2021-11-18,MSFT,bull/low_volatility
2021-11-19,MSFT,bull/low_volatility
2021-11-22,MSFT,bull/low_volatility
2021-11-23,MSFT,bull/low_volatility
2021-11-24,MSFT,bull/low_volatility
2021-11-26,MSFT,bull/low_volatility
2021-11-29,MSFT,bull/low_volatility
2021-11-30,MSFT,bull/low_volatility
2021-12-01,MSFT,bull/low_volatility
2021-12-02,MSFT,bull/low_volatility
2021-12-03,MSFT,bull/low_volatility
2021-12-06,MSFT,bull/low_volatility
2021-12-07,MSFT,bull/low_volatility
2021-12-08,MSFT,bull/low_volatility
2021-12-09,MSFT,bull/low_volatility
2021-12-10,MSFT,bull/low_volatility
2021-12-13,MSFT,bull/low_volatility
2021-12-14,MSFT,bull/high_volatility
2021-12-15,MSFT,bull/high_volatility
2021-12-16,MSFT,bull/high_volatility
2021-12-17,MSFT,bull/high_volatility
