ticker,strategy,window_id,date,portfolio_value,cash,holdings,total_return,drawdown
AAPL,RSI_Mean_Reversion,0,2023-04-28,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-01,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-02,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-03,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-04,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-05,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-08,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-09,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-10,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-11,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-12,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-15,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-16,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-17,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-18,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-19,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-22,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-23,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-24,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-25,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-26,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-30,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-05-31,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-01,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-02,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-05,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-06,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-07,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-08,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-09,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-12,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-13,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-14,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-15,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-16,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-20,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-21,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-22,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-23,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-26,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-27,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-28,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-29,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-06-30,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-07-03,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,0,2023-07-05,110321.137784,110321.137784,0.000000,0.103211,-0.012576
AAPL,RSI_Mean_Reversion,1,2023-07-06,100000.000000,100000.000000,0.000000,0.000000,0.000000
AAPL,RSI_Mean_Reversion,1,2023-07-07,100000.000000,100000.000000,0.000000,0.000000,0.000000
AAPL,RSI_Mean_Reversion,1,2023-07-10,100000.000000,100000.000000,0.000000,0.000000,0.000000
AAPL,RSI_Mean_Reversion,1,2023-07-11,100000.000000,100000.000000,0.000000,0.000000,0.000000
AAPL,RSI_Mean_Reversion,1,2023-07-12,100000.000000,100000.000000,0.000000,0.000000,0.000000
AAPL,RSI_Mean_Reversion,1,2023-07-13,100000.000000,100000.000000,0.000000,0.000000,0.000000
AAPL,RSI_Mean_Reversion,1,2023-07-14,100000.000000,100000.000000,0.000000,0.000000,0.000000
AAPL,RSI_Mean_Reversion,1,2023-07-17,100000.000000,100000.000000,0.000000,0.000000,0.000000
AAPL,RSI_Mean_Reversion,1,2023-07-18,100000.000000,100000.000000,0.000000,0.000000,0.000000
AAPL,RSI_Mean_Reversion,1,2023-07-19,100000.000000,100000.000000,0.000000,0.000000,0.000000
