path,file_sha256,git_blob_sha,first_commit,first_commit_date,latest_commit_containing_file,current_migration_tree_contains,current_branch_contains,historical_commits_expose_file,tags_containing,release_assets_containing,history_status
data/AAPL.csv,e49cd4203cf2ef6fe0d5e24279721ffe05b11c4821980042892248f5c4559ecb,17c88483c0cac747fa0c2bd700f3bf3d9e8b9012,2243b3837a2f341b0d87b943c94241be968caaa1,2026-07-10,d806943b5bb6d433e4a56e042fd16acdf5ee726d,false,false,true,none_detected,none_detected,removed_from_current_tree_but_reachable_from_historical_commit
data/MSFT.csv,acd37f190cac9757cffa56970cd631cc6caed5f62d902567cfae9b62a5df46b8,8e556554ff6a441a48ee03108b3b7c19baf9f70e,2243b3837a2f341b0d87b943c94241be968caaa1,2026-07-10,d806943b5bb6d433e4a56e042fd16acdf5ee726d,false,false,true,none_detected,none_detected,removed_from_current_tree_but_reachable_from_historical_commit
data/SPY.csv,96638f4d7acc232c410ab909fd2449720cd6c30c6c7fc76676d8478dcc54c9ca,c900d0b3c53168cf243b1e86d03a2928d2d24e1d,2243b3837a2f341b0d87b943c94241be968caaa1,2026-07-10,d806943b5bb6d433e4a56e042fd16acdf5ee726d,false,false,true,none_detected,none_detected,removed_from_current_tree_but_reachable_from_historical_commit
data/TSLA.csv,d8855157e58a7f60826f73285587e4b336a2d430235601ecb7b064d8584f33f0,c973cd528857beb6bd15a75f6cf1d33116c8f3b2,2243b3837a2f341b0d87b943c94241be968caaa1,2026-07-10,d806943b5bb6d433e4a56e042fd16acdf5ee726d,false,false,true,none_detected,none_detected,removed_from_current_tree_but_reachable_from_historical_commit
data/BTC-USD.csv,fac9fbcee758363bba73a7b02acf2b75529c6c4df50f1a3109896076bb971d60,416eb4d9a9ad7ad2404fdd9c0e88bcc4dd732d03,2243b3837a2f341b0d87b943c94241be968caaa1,2026-07-10,d806943b5bb6d433e4a56e042fd16acdf5ee726d,false,false,true,none_detected,none_detected,removed_from_current_tree_but_reachable_from_historical_commit
