path,total_return,terminal_wealth,max_drawdown,sharpe
893,-0.11078,88922,-0.457476,-0.028871
894,3.92649,492649,-0.190758,1.5066
895,0.904674,190467,-0.226131,0.679167
896,0.210881,121088,-0.317455,0.267612
897,0.777233,177723,-0.217878,0.624671
898,1.18098,218098,-0.308725,0.814427
899,2.80201,380201,-0.228297,1.24428
900,0.680842,168084,-0.514198,0.550442
901,0.954888,195489,-0.217019,0.704456
902,2.72255,372255,-0.293887,1.26671
903,0.828522,182852,-0.351629,0.627581
904,0.666194,166619,-0.202205,0.546977
905,1.63975,263975,-0.277935,0.94837
906,1.94356,294356,-0.178217,1.12794
907,0.590055,159005,-0.236324,0.498857
908,1.22762,222762,-0.369046,0.810419
909,0.427252,142725,-0.260561,0.419639
910,0.866295,186629,-0.306664,0.662963
911,1.06846,206846,-0.241227,0.753483
912,0.913016,191302,-0.212906,0.691237
913,1.57396,257396,-0.225587,0.933749
914,1.27845,227845,-0.320867,0.844572
915,1.6073,260730,-0.227256,0.982948
916,0.372929,137293,-0.422142,0.385475
917,0.740557,174056,-0.348751,0.599779
918,0.253299,125330,-0.347019,0.298825
919,3.70433,470433,-0.27125,1.42291
920,0.0406499,104065,-0.354831,0.131342
921,1.71644,271644,-0.27485,0.993354
922,1.87545,287545,-0.219114,1.0806
923,-0.0949799,90502,-0.311998,-0.0020157
924,0.0741264,107413,-0.217568,0.158571
925,0.430168,143017,-0.297294,0.412211
926,2.674,367400,-0.1776,1.27546
927,0.612764,161276,-0.290727,0.505448
928,2.87548,387548,-0.184737,1.34758
929,0.47381,147381,-0.35157,0.441328
930,2.58943,358943,-0.182667,1.1859
931,0.332322,133232,-0.31123,0.353058
932,0.8457,184570,-0.281202,0.637729
933,1.43685,243685,-0.439972,0.850273
934,1.58337,258337,-0.207895,0.943829
935,0.113269,111327,-0.383574,0.189392
936,0.0080258,100803,-0.387193,0.100047
937,0.351846,135185,-0.287687,0.372029
938,4.23649,523649,-0.203897,1.49001
939,1.06448,206448,-0.283407,0.721231
940,0.45149,145149,-0.310108,0.427486
941,1.04301,204301,-0.313685,0.706562
942,0.801177,180118,-0.242201,0.627469
943,0.060506,106051,-0.302931,0.145934
944,2.02729,302729,-0.27237,1.08409
945,0.621481,162148,-0.41209,0.517132
946,1.03882,203882,-0.274713,0.69918
947,1.1145,211450,-0.334531,0.742007
948,4.14434,514434,-0.164269,1.51919
949,1.1287,212870,-0.380302,0.775023
950,0.426618,142662,-0.238079,0.41621
951,0.755253,175525,-0.242752,0.58596
952,3.26653,426653,-0.196124,1.39246
953,0.469261,146926,-0.322057,0.427901
954,5.14692,614692,-0.146236,1.68086
955,1.49708,249708,-0.387939,0.906696
956,0.573713,157371,-0.375046,0.497305
957,2.33249,333249,-0.254517,1.14014
958,1.42001,242001,-0.155445,0.894286
959,0.908095,190810,-0.28347,0.662803
960,0.89565,189565,-0.215548,0.65026
961,0.945171,194517,-0.263607,0.679338
962,3.12605,412605,-0.155002,1.31209
963,1.4959,249590,-0.224902,0.898289
964,1.25962,225962,-0.292727,0.841908
965,1.96823,296823,-0.278955,1.09933
966,1.09913,209913,-0.219163,0.776237
967,5.0422,604220,-0.173987,1.77512
968,0.763463,176346,-0.508612,0.603842
969,1.13546,213546,-0.284259,0.764392
970,1.33238,233238,-0.262081,0.859091
971,1.21615,221615,-0.293338,0.804507
972,0.625999,162600,-0.411165,0.521161
973,2.89017,389017,-0.293537,1.37409
974,1.1096,210960,-0.266841,0.717134
975,0.878966,187897,-0.33412,0.641521
976,5.22803,622803,-0.13442,1.66321
977,0.0775418,107754,-0.502265,0.159929
978,1.97033,297033,-0.240746,1.08942
979,0.806507,180651,-0.228824,0.618851
980,1.20531,220531,-0.480527,0.823586
981,2.57557,357557,-0.240185,1.13939
982,0.081572,108157,-0.334749,0.16545
983,1.02845,202845,-0.268499,0.731844
984,0.588892,158889,-0.301218,0.500142
985,1.41543,241543,-0.238825,0.881393
986,1.47808,247808,-0.236381,0.868636
987,2.43085,343085,-0.236183,1.17089
988,2.74718,374718,-0.27596,1.31667
989,1.49019,249019,-0.269403,0.830586
990,0.718175,171818,-0.267906,0.566029
991,0.28769,128769,-0.235573,0.317649
992,1.45957,245957,-0.241684,0.88181
993,0.319289,131929,-0.297431,0.340836
994,0.520979,152098,-0.323178,0.487551
995,0.458028,145803,-0.322313,0.42851
996,1.69285,269285,-0.200293,0.978964
997,1.71814,271814,-0.231151,0.992201
998,0.149186,114919,-0.404938,0.220016
999,-0.182888,81711.2,-0.476097,-0.085845
